KPM ind_msg latency,UE ID type,gNB,amf_ue_ngap_id,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
1742085436949750,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085437950717,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085438950947,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085439950377,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085440951855,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085441950940,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085442950234,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085443949923,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085444950749,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085445950387,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085446951191,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085447950407,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085448951110,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085449949381,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085450949989,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085451949964,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085452950756,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085453950428,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085454950277,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085455949280,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085456949454,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085457950684,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085458950586,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085459950492,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085460950305,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085461950267,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085462950394,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085463950368,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085464950737,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085465949483,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085466950089,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085467949840,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085468950400,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085469950249,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085470949922,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085471950226,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085472950615,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085473950878,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085474949390,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085475949729,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085476949251,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085477949621,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085478949414,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085479949855,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085480950237,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085481950246,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085482949715,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085483950214,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085484951448,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085485950278,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085486951359,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085487951637,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085488949834,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085489950090,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085490950770,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085491949823,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085492951314,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085493951024,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085494950281,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085495949854,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085496949896,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085497950144,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085498949229,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085499949722,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085500950642,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085501950727,0,20,1,0,0,0.000000,0.000000,0.000000,70,70,1
1742085502950873,0,20,1,0,0,0.000000,0.000000,0.000000,105,100,1
1742085503951718,0,20,1,0,0,0.000000,0.000000,0.000000,95,95,1
1742085504951039,0,20,1,0,0,0.000000,0.000000,0.000000,105,105,1
1742085505949310,0,20,1,0,0,0.000000,0.000000,0.000000,85,85,1
1742085506950251,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085507950394,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085508949198,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085509950114,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085510950572,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085511951077,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085512949452,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085513950879,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085514949878,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085515950447,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085516951256,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085517949914,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085518949468,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085519949879,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085520950149,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085521950482,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085522949933,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085523950538,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085524949989,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085525950656,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085526950144,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085527948457,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085528949769,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085529948600,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085530949656,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085531949480,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085532950317,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085533949384,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085534949423,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085535950441,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085536951090,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085537951369,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085538949885,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085539950324,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085540950578,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085541949362,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085542949218,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085543949881,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085544950385,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085545949677,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085546950368,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085547950193,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085548950649,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085549950808,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085550950106,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085551949949,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085552949845,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085553950237,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085554950477,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085555948842,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085556951268,0,20,1,0,0,0.000000,0.000000,0.000000,70,70,1
1742085557949824,0,20,1,0,0,0.000000,0.000000,0.000000,100,100,1
1742085558950480,0,20,1,0,0,0.000000,0.000000,0.000000,100,105,1
1742085559951132,0,20,1,0,0,0.000000,0.000000,0.000000,105,105,1
1742085560952089,0,20,1,0,0,0.000000,0.000000,0.000000,105,105,1
1742085561951991,0,20,1,0,0,0.000000,0.000000,0.000000,105,100,1
1742085562950444,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085563950102,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085564949765,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085565950810,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085566950356,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085567951795,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085568949615,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085569949690,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085570951771,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085571951184,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085572951384,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085573951615,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085574949052,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085575950597,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085576949588,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085577949497,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085578950164,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085579949707,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085580950953,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085581949957,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085582950184,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085583950107,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085584949741,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085585948947,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085586949769,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085587950305,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085588949959,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085589950268,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085590951150,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085591949038,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085592950102,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085593949290,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085594951308,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085595951364,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085596950272,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085597949374,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085598950363,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085599949320,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085600950000,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085601950051,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085602950413,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085603950743,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085604950568,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085605949827,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085606951077,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085607951092,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085608949170,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085609951471,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085610950907,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085611950266,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085612950142,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085613949596,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085614950922,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085615949513,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085616949776,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085617949881,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085618949931,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085619950610,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085620951896,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085621950711,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085622950824,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085623950212,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085624949803,0,20,1,0,0,0.000000,0.000000,0.000000,55,60,1
1742085625951019,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085626950661,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085627950104,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085628949892,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085629950150,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085630951125,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085631949987,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085632950037,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085633950609,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085634950150,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085635950476,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085636950280,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085637950162,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085638950096,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085639949334,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085640949891,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085641949942,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085642950976,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085643950334,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085644950450,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085645950026,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085646950405,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085647950556,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085648949380,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085649949924,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085650951488,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085651949720,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085652951381,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085653950618,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085654949412,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085655949298,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085656950370,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085657949374,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085658949716,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085659949266,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085660951277,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085661950163,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085662949976,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085663949509,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085664950993,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085665950473,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085666950124,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085667951383,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085668951116,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085669951267,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085670951168,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085671950427,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085672950951,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085673950131,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085674951667,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085675951753,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085676949610,0,20,1,0,0,0.000000,0.000000,0.000000,55,60,1
1742085677951950,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085678950659,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085679950853,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085680950876,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085681949382,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085682949437,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085683950109,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085684951124,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085685950580,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085686950430,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085687949501,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085688949961,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085689949512,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085690950067,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085691949904,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085692950306,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085693950124,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085694950045,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085695950021,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085696950996,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085697949564,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085698950729,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085699950602,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085700950609,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085701949264,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085702949363,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085703950184,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085704949671,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085705949621,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085706950933,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085707950391,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085708950123,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085709949714,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085710949541,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085711950015,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085712949893,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085713949829,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085714949849,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085715949359,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085716951484,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085717949587,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085718950013,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085719950324,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085720949663,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085721951113,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085722950413,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085723949304,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085724949934,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085725949878,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085726950883,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085727950722,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085728951130,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085729949191,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085730950825,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085731950513,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085732949007,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085733949057,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085734949975,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085735950281,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085736949749,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085737949828,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085738950442,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085739950032,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085740949624,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085741948576,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085742948432,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085743948652,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085744950389,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085745950152,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085746949820,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085747950534,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085748950403,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085749950241,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085750950474,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085751950051,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085752949747,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085753950384,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085754950312,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085755951524,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085756950868,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085757949577,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085758948631,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085759949182,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085760948555,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085761948977,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085762948469,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085763950705,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085764950176,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085765949598,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085766950627,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085767949413,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085768951510,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085769950072,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085770949081,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085771950854,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085772949946,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085773950430,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085774949144,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085775950856,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085776950339,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085777950321,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085778951219,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085779950077,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085780950131,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085781949546,0,20,1,0,0,0.000000,0.000000,0.000000,65,65,1
1742085782950376,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085783950827,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085784950415,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085785950737,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085786951222,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085787951301,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085788950145,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085789949115,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085790950116,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085791949199,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085792949910,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085793949084,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085794950330,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085795950574,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085796949357,0,20,1,0,0,0.000000,0.000000,0.000000,60,65,1
1742085797950944,0,20,1,0,0,0.000000,0.000000,0.000000,65,60,1
1742085798950275,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
1742085799949592,0,20,1,0,0,0.000000,0.000000,0.000000,60,60,1
